"","X","Date","AveragePrice","Total.Volume","X4046","X4225","X4770","Total.Bags","Small.Bags","Large.Bags","XLarge.Bags","type","year","region"
"8039",37,"2017-04-16",0.88,6949890.75,3783304.41,1212653.06,23850.86,1930082.42,1783244.66,127878.28,18959.48,"conventional",2017,"SouthCentral"
"14234",12,"2016-10-02",1.87,8341.95,761.23,3710.83,378.8,3491.09,3318.47,172.62,0,"organic",2016,"SouthCarolina"
"993",4,"2015-11-29",1.08,108444.41,3079.44,65254.08,10854.59,29256.3,17455.74,9975.21,1825.35,"conventional",2015,"Indianapolis"
"14826",31,"2017-05-28",1.59,19501.92,1301.7,6521.28,0,11678.94,979.75,10699.19,0,"organic",2017,"Atlanta"
"2663",10,"2015-10-18",0.99,29375123.6,9162094.14,14082539.61,1220251.19,4910238.66,3930198.18,952191.42,27849.06,"conventional",2015,"TotalUS"
"18108",2,"2018-03-11",2.16,25741.84,10368.17,10850.44,0,4523.23,4523.23,0,0,"organic",2018,"SanFrancisco"
"4103",46,"2016-02-07",0.59,1180631.07,649646.72,241271.36,231.23,289481.76,71559.97,217921.79,0,"conventional",2016,"MiamiFtLauderdale"
"7883",40,"2017-03-26",1.79,617981.91,173628.92,349036.6,7123.04,88193.35,81760.29,213.18,6219.88,"conventional",2017,"SanFrancisco"
"7985",36,"2017-04-23",1.36,374054.54,161218.94,72371.77,2161.37,138302.46,109288.68,27426.79,1586.99,"conventional",2017,"SouthCarolina"
"17647",9,"2018-01-21",1.81,2446.13,41.05,577.32,0,1827.76,284.43,1541.86,1.47,"organic",2018,"Boise"
"6603",32,"2017-05-21",0.83,1262476.33,579270.57,219956.52,3706.26,459542.98,190861.62,268681.36,0,"conventional",2017,"Houston"
"7566",41,"2017-03-19",1.11,634212.88,149500.57,129099.31,19059.85,336553.15,334445.43,1589.36,518.36,"conventional",2017,"Portland"
"13456",14,"2016-09-18",2.04,137076.37,6843.75,22066.52,1272.87,106893.23,106402.46,490.77,0,"organic",2016,"Northeast"
"2101",20,"2015-08-09",1.28,414823.74,146135.78,206011.16,13618.36,49058.44,49041,17.44,0,"conventional",2015,"Sacramento"
"10467",40,"2015-03-22",1.53,57978.41,13957.53,29037.44,4426.59,10556.85,7426.95,3129.9,0,"organic",2015,"Midsouth"
"1229",32,"2015-05-17",1.2,73537.14,2114.98,48390.37,4737.13,18294.66,8983.07,8235.74,1075.85,"conventional",2015,"Louisville"
"12337",39,"2016-03-27",1.69,4551.61,311.44,2333.56,615.04,1291.57,1291.57,0,0,"organic",2016,"Charlotte"
"16418",33,"2017-05-14",2.06,7139.37,3870.2,219.06,0,3050.11,2911.43,138.68,0,"organic",2017,"Orlando"
"8015",13,"2017-10-01",1.34,4488892.01,2373892.08,775342.08,7963.75,1331694.1,952665.5,378804.94,223.66,"conventional",2017,"SouthCentral"
"16547",3,"2017-12-10",1.39,9389.3,923.14,34.45,0,8431.71,8431.71,0,0,"organic",2017,"Pittsburgh"
"2163",30,"2015-05-31",0.9,569414.76,358147.99,153680.36,14150.62,43435.79,39195.38,4240.41,0,"conventional",2015,"SanDiego"
"10460",33,"2015-05-10",1.28,107735.95,9453.83,49525.46,5246.3,43510.36,20888.16,22622.2,0,"organic",2015,"Midsouth"
"8230",16,"2017-09-10",1.59,72483.1,2235.35,45425.83,26.6,24795.32,21065.46,2169.86,1560,"conventional",2017,"Syracuse"
"9927",20,"2015-08-09",1.7,84089.07,6759.99,64669.41,7.88,12651.79,9238.64,3413.15,0,"organic",2015,"GreatLakes"
"6535",17,"2017-09-03",1.74,224635.6,4476.51,165217.63,79.27,54862.19,52916.32,345.87,1600,"conventional",2017,"HartfordSpringfield"
"1522",13,"2015-09-27",1.13,3739072.7,86278.88,2965153.82,4785.85,682854.15,589490.48,93363.67,0,"conventional",2015,"Northeast"
"11420",5,"2015-11-22",1.89,3128.95,557.77,1342.39,371.85,856.94,847.11,9.83,0,"organic",2015,"SouthCarolina"
"47",46,"2015-02-08",0.99,51253.97,1357.37,39111.81,163.25,10621.54,10113.1,508.44,0,"conventional",2015,"Albany"
"13044",18,"2016-08-21",1.99,8861.21,2876.49,2719.84,0,3264.88,458.25,2806.63,0,"organic",2016,"LasVegas"
"12326",28,"2016-06-12",1.76,4612.16,381.97,2418,726.75,1085.44,1082.11,3.33,0,"organic",2016,"Charlotte"
"803",22,"2015-07-26",1.1,3135698.38,475306.73,1616355,281882.1,762154.55,617211.53,127530.47,17412.55,"conventional",2015,"GreatLakes"
"379",14,"2015-09-20",1.2,161443.98,25922.66,46906.06,41261.83,47353.43,38940.45,8412.98,0,"conventional",2015,"Charlotte"
"9802",51,"2015-01-04",1.42,22480.07,3199.35,6916.72,7.56,12356.44,1076.67,11279.77,0,"organic",2015,"Denver"
"7797",7,"2017-11-12",1.16,433591,168076,140122,16004,109389,100528,5510,3351,"conventional",2017,"SanDiego"
"17756",10,"2018-01-14",1.53,36501.82,8395.91,839.11,53.61,27213.19,25789.59,1423.6,0,"organic",2018,"Denver"
"13145",15,"2016-09-11",1.07,3778.51,1.31,1380.08,0,2397.12,310,2087.12,0,"organic",2016,"Louisville"
"4841",4,"2016-11-27",1.31,82819.13,23710.29,23786.95,86.27,35235.62,34948.95,286.67,0,"conventional",2016,"Roanoke"
"13694",44,"2016-02-21",1.63,9223,4295.76,1488.34,0,3438.9,2820.83,618.07,0,"organic",2016,"PhoenixTucson"
"18169",3,"2018-03-04",1.6,5305.01,461.71,2076.61,0,2766.69,755.97,2010.72,0,"organic",2018,"Spokane"
"7420",1,"2017-12-24",1.29,87945.29,29723.13,18387.77,1008.56,38825.83,32590.13,6235.7,0,"conventional",2017,"Pittsburgh"
"3042",25,"2016-07-03",1.38,585484.69,11397.63,408601.95,17326.08,148159.03,143276.3,137.73,4745,"conventional",2016,"Boston"
"8345",25,"2017-07-09",1.17,39367336.18,13009944.14,11031218.25,821964.42,14504209.37,11112405.61,3018280.29,373523.47,"conventional",2017,"TotalUS"
"4600",23,"2016-07-17",1.25,113655.96,1416.4,54927.04,1132.71,56179.81,39074.78,10590.03,6515,"conventional",2016,"Pittsburgh"
"10749",10,"2015-10-18",2.18,2804.82,1876.78,48.04,0,880,880,0,0,"organic",2015,"Orlando"
"9061",6,"2018-02-11",1.15,174606.68,80260.52,6205.36,372.01,87768.79,67859.82,19908.97,0,"conventional",2018,"StLouis"
"3581",44,"2016-02-21",1.16,142681.62,3581.34,93603.59,4067.71,41428.98,36166.24,5150.74,112,"conventional",2016,"GrandRapids"
"2969",4,"2016-11-27",1.22,51941.45,23774.54,2187.17,5526.29,20453.45,20442.18,0,11.27,"conventional",2016,"Boise"
"17449",4,"2017-12-03",1.62,1119325,99317.88,269450.85,1108.2,749121.8,592524.24,156438.84,158.72,"organic",2017,"TotalUS"
"14799",4,"2017-12-03",1.62,10609.29,380.9,3883.18,0,6345.21,5731,614.21,0,"organic",2017,"Atlanta"
"4944",3,"2016-12-04",0.85,499144.04,214063.09,133318.88,15081.42,136680.65,128681.56,6275.12,1723.97,"conventional",2016,"SanDiego"
"13169",39,"2016-03-27",1.32,2136.97,4.86,1423.45,0,708.66,116.67,591.99,0,"organic",2016,"Louisville"
"15605",15,"2017-09-17",1.51,20994.85,298.41,248.18,18.48,20429.78,20429.78,0,0,"organic",2017,"HarrisburgScranton"
"8214",0,"2017-12-31",1.39,59077.02,2596.63,41694.13,23.2,14763.06,11544.79,3218.27,0,"conventional",2017,"Syracuse"
"5375",18,"2016-08-21",1.44,58497.96,2904.27,37191.51,19.23,18382.95,17427.95,0,955,"conventional",2016,"Syracuse"
"2670",17,"2015-08-30",1.07,29761638.48,11650976.87,11995960.83,1060352.53,5054348.25,4316352.47,685816.37,52179.41,"conventional",2015,"TotalUS"
"4611",34,"2016-05-01",0.92,169483.29,1981.15,114448.24,2935.24,50118.66,35865.31,14253.35,0,"conventional",2016,"Pittsburgh"
"11112",9,"2015-10-25",1.66,4174.55,58.25,2344.49,371.33,1400.48,1176.66,223.82,0,"organic",2015,"RichmondNorfolk"
"15957",49,"2017-01-22",1.27,77418.61,10912.94,21788.2,3.12,44714.35,41824.67,2889.68,0,"organic",2017,"LosAngeles"
"13872",14,"2016-09-18",1.85,12131.33,209.13,5138.18,450.72,6333.3,5827.18,506.12,0,"organic",2016,"RaleighGreensboro"
"1410",5,"2015-11-22",0.94,192074.98,112638.84,18822.53,388.83,60224.78,53791.54,6426.96,6.28,"conventional",2015,"NewOrleansMobile"
"9602",7,"2015-11-08",1.3,10407.9,339.94,7705.72,0,2362.24,420,1942.24,0,"organic",2015,"CincinnatiDayton"
"10733",46,"2015-02-08",1.88,7856.82,0,522.91,0,7333.91,7333.91,0,0,"organic",2015,"NorthernNewEngland"
"12674",12,"2016-10-02",2.1,1122.69,97.63,738.39,0,286.67,286.67,0,0,"organic",2016,"GrandRapids"
"718",41,"2015-03-15",1.13,254974.87,107980.24,31613.46,48302.85,67078.32,62158.56,1375.92,3543.84,"conventional",2015,"Detroit"
"16757",1,"2017-12-24",1.41,12966.31,527.99,2640.21,65.74,9732.37,9557.06,175.31,0,"organic",2017,"RichmondNorfolk"
"6902",13,"2017-10-01",2.04,399836.65,254127.88,48863.68,187.25,96657.84,54423.36,42234.48,0,"conventional",2017,"MiamiFtLauderdale"
"14874",26,"2017-07-02",2.2,23687.44,1028.08,12582.81,209.44,9867.11,9863.78,3.33,0,"organic",2017,"BaltimoreWashington"
"7667",36,"2017-04-23",1.25,262771.53,64102.11,92451.08,2142.77,104075.57,103485.2,577.83,12.54,"conventional",2017,"RichmondNorfolk"
"4122",13,"2016-09-25",1.37,2568161.45,748452.52,947415.59,73332.83,798960.51,698140.82,100819.69,0,"conventional",2016,"Midsouth"
"4667",38,"2016-04-03",1.04,1769050.34,898127.03,451253.04,45776.71,373893.56,325591.8,46536.69,1765.07,"conventional",2016,"Plains"
"15920",12,"2017-10-08",2.28,59194.04,5549.94,22828.93,0,30815.17,30769.51,45.66,0,"organic",2017,"LosAngeles"
"4299",34,"2016-05-01",1.22,1536109.56,16424.04,1106990.04,11518.08,401177.4,321936.31,79106.38,134.71,"conventional",2016,"NewYork"
"13939",29,"2016-06-05",0.95,11300.16,135.15,4707.45,240.14,6217.42,1741.4,4476.02,0,"organic",2016,"RichmondNorfolk"
"7452",33,"2017-05-14",1.33,117857.6,51068.92,20279.94,1751.27,44757.47,41341.77,3086.53,329.17,"conventional",2017,"Pittsburgh"
"516",47,"2015-02-01",0.86,300905.18,4665.89,224967.68,19442.29,51829.32,15335.37,31756.14,4737.81,"conventional",2015,"CincinnatiDayton"
"10207",40,"2015-03-22",1.78,2186.64,1175.85,58.31,29.15,923.33,923.33,0,0,"organic",2015,"Jacksonville"
"15001",47,"2017-02-05",1.63,22249.09,7.16,2644.02,38.21,19559.7,16906.1,2653.6,0,"organic",2017,"Boston"
"7364",51,"2017-01-08",1.39,435745.77,16209.65,298757.98,1201.07,119577.07,111625.82,7753.16,198.09,"conventional",2017,"Philadelphia"
"5947",12,"2017-10-08",1.74,4151444.41,1377101,1829530.74,138380.27,806432.4,747128.46,25531.54,33772.4,"conventional",2017,"California"
"13024",50,"2016-01-10",1.76,2737.65,1732.15,78.13,24.04,903.33,903.33,0,0,"organic",2016,"Jacksonville"
"15557",20,"2017-08-13",1.54,129785.91,3726.68,29839.21,8.09,96034.06,86209.28,9824.78,0,"organic",2017,"GreatLakes"
"9258",27,"2015-06-21",1.69,10939.94,5224.23,2873.85,713.71,2128.15,2122.8,5.35,0,"organic",2015,"BaltimoreWashington"
"13408",18,"2016-08-21",2.16,30583.43,5398.13,16529.22,1352.08,7304,6945.73,358.27,0,"organic",2016,"NewYork"
"16086",19,"2017-08-20",2.02,138392,3383.69,40533,660.73,93811.48,84138.69,9672.79,0,"organic",2017,"Midsouth"
"17877",11,"2018-01-07",1.8,87517.23,20189.33,24193.04,0,43134.86,43077.03,57.83,0,"organic",2018,"LosAngeles"
"10137",22,"2015-07-26",1.11,2998.88,70.09,1177.29,0,1751.5,330,1421.5,0,"organic",2015,"Indianapolis"
"11790",11,"2015-10-11",1.69,519892.67,93015.27,230653.61,4792.06,191431.73,101953.72,89478.01,0,"organic",2015,"TotalUS"
"4573",48,"2016-01-24",0.61,1016720.53,537695.71,293418.02,15408.83,170197.97,88066.62,82131.35,0,"conventional",2016,"PhoenixTucson"
"1352",51,"2015-01-04",1.1,2578275.12,575245.44,1311502.53,181058.65,510468.5,429166.89,80986.81,314.8,"conventional",2015,"Midsouth"
"15930",22,"2017-07-30",2.1,67790.94,9903.04,18850.52,0,39037.38,39001.29,36.09,0,"organic",2017,"LosAngeles"
"11741",14,"2015-09-20",1.46,1738.65,28.28,0,0,1710.37,1710.37,0,0,"organic",2015,"Tampa"
"13854",48,"2016-01-24",1.6,17724.75,1555.39,8077.81,15.01,8076.54,0,8076.54,0,"organic",2016,"Portland"
"16563",19,"2017-08-20",1.47,8511.04,990.99,14.06,0,7505.99,7502.66,3.33,0,"organic",2017,"Pittsburgh"
"10135",20,"2015-08-09",1.77,2318.61,67.32,1564.51,0,686.78,443.34,243.44,0,"organic",2015,"Indianapolis"
"17811",5,"2018-02-18",1.48,49348.86,1201.04,40277.25,8.4,7862.17,7566.48,295.69,0,"organic",2018,"HartfordSpringfield"
"14269",47,"2016-01-31",1.54,5545.65,786.83,1594.15,249.42,2915.25,2786.72,128.53,0,"organic",2016,"SouthCarolina"
"17293",7,"2017-11-12",1.96,5719.05,10.52,1238.07,0,4470.46,2041.26,2429.2,0,"organic",2017,"StLouis"
"15087",27,"2017-06-25",1.66,167931.62,23367.89,53252.13,0,91311.6,89270.67,2040.93,0,"organic",2017,"California"
"6105",11,"2017-10-15",1.81,182274.57,6137.38,59691.71,574.34,115871.14,21562.09,94257.73,51.32,"conventional",2017,"CincinnatiDayton"
"15322",50,"2017-01-15",1.73,5148.98,626.06,2307.26,0,2215.66,2172.89,42.77,0,"organic",2017,"Columbus"
"16154",34,"2017-05-07",1.22,6216.76,191.24,2221.64,0,3803.88,216.57,3587.31,0,"organic",2017,"Nashville"
"828",47,"2015-02-01",0.91,4874124.41,768874.35,2948564.71,510153.65,646531.7,479453.25,126925.79,40152.66,"conventional",2015,"GreatLakes"
"5998",10,"2017-10-22",1.64,168237.31,44543.75,65040.05,4652.86,54000.65,50704.73,3295.92,0,"conventional",2017,"Charlotte"
"263",2,"2015-12-13",1.35,98473.23,1421.12,40783.22,66.45,56202.44,56202.44,0,0,"conventional",2015,"BuffaloRochester"
"17579",28,"2017-06-04",1.59,25886.3,3305.88,3706.22,0,18874.2,8654.49,10219.71,0,"organic",2017,"WestTexNewMexico"
"12399",49,"2016-01-17",1.52,25573.57,777.31,24636.26,0,160,160,0,0,"organic",2016,"Chicago"
"8878",3,"2018-03-04",0.61,1672899.36,962967.9,268082.25,12934.88,428914.33,266658.69,156802.31,5453.33,"conventional",2018,"PhoenixTucson"
"5326",21,"2016-07-31",1.03,214273.18,54119.45,28847.85,229.71,131076.17,109459.43,6537.25,15079.49,"conventional",2016,"StLouis"
"6685",8,"2017-11-05",1.48,131679.37,74308.6,8741.26,234.92,48394.59,33225.98,14981.94,186.67,"conventional",2017,"Jacksonville"
"5524",11,"2016-10-09",1.13,5374797.25,1941978.26,1006693.14,98555.04,2327570.81,1433086.08,893082.67,1402.06,"conventional",2016,"West"
"14537",3,"2016-12-04",1.45,4668.39,306.82,50,0,4311.57,2263.33,2048.24,0,"organic",2016,"Tampa"
"17255",22,"2017-07-30",2.38,3374.92,127.96,1619.38,0,1627.58,587.08,1040.5,0,"organic",2017,"Spokane"
"15825",23,"2017-07-23",2.04,1971.67,121.1,583.91,0,1266.66,1266.66,0,0,"organic",2017,"Jacksonville"
"17567",16,"2017-09-10",2.38,11857.31,1562.1,4565.41,0,5729.8,5719.96,9.84,0,"organic",2017,"WestTexNewMexico"
"5711",41,"2017-03-19",1.25,460990.81,215046.31,50085.35,147.93,195711.22,120153.69,72091.97,3465.56,"conventional",2017,"Atlanta"
"15679",36,"2017-04-23",2.49,13284.59,44.18,6007.49,4.14,7228.78,7224.94,3.84,0,"organic",2017,"HartfordSpringfield"
"7750",13,"2017-10-01",1.74,318071.39,81753.69,191731,927.15,43659.55,41898.82,1572.23,188.5,"conventional",2017,"Sacramento"
"12506",0,"2016-12-25",1.12,20099.08,4747.3,428.15,0,14923.63,14829.22,94.41,0,"organic",2016,"DallasFtWorth"
"16967",52,"2017-01-01",1.45,15752.25,1385.18,8618.28,0,5748.79,957.31,4791.48,0,"organic",2017,"SanDiego"
"5274",21,"2016-07-31",1.14,83902.91,25236.38,15512.48,1167.58,41986.47,41986.47,0,0,"conventional",2016,"Spokane"
"5781",5,"2017-11-26",1.44,54681,28307,1707,5116,19551,14540,4914,96,"conventional",2017,"Boise"
"17322",36,"2017-04-23",1.93,5647.44,305.95,2629.57,12.16,2699.76,2685.29,14.47,0,"organic",2017,"StLouis"
"4776",43,"2016-02-28",1.08,281060.42,59637.15,136706.15,19136.17,65580.95,63934.42,1646.53,0,"conventional",2016,"RaleighGreensboro"
"10995",48,"2015-01-25",1.8,30207.8,3732.84,14987.92,20.69,11466.35,10403.58,1062.77,0,"organic",2015,"Plains"
"348",35,"2015-04-26",1.15,4923565.04,2421009.67,1729486.77,196469.02,576599.58,548252.41,26483.99,1863.18,"conventional",2015,"California"
"4869",32,"2016-05-15",0.94,141716.2,41009.19,55894.53,199.99,44612.49,42432.85,2073.58,106.06,"conventional",2016,"Roanoke"
"16807",51,"2017-01-08",1.48,8071.93,490.6,3085.34,205.36,4290.63,4290.63,0,0,"organic",2017,"RichmondNorfolk"
"9122",7,"2018-02-04",0.76,1272039.8,531469.08,368948.26,13078.2,358544.26,127833.03,229786.03,925.2,"conventional",2018,"WestTexNewMexico"
"18062",4,"2018-02-25",1.42,18023.03,485.27,3316.06,59.58,14162.12,11982.32,2179.8,0,"organic",2018,"RichmondNorfolk"
"13411",21,"2016-07-31",2.41,24047.65,3526.76,14455.51,1723.03,4342.35,4337.46,4.89,0,"organic",2016,"NewYork"
"9946",39,"2015-03-29",1.62,64282.45,2606.14,51107.34,0,10568.97,9963.32,605.65,0,"organic",2015,"GreatLakes"
"7348",35,"2017-04-30",1.78,386907.3,36817.47,222850.39,492.98,126746.46,119345.98,7305.77,94.71,"conventional",2017,"Philadelphia"
"4278",13,"2016-09-25",1.62,1061132.87,121477.42,566149.9,2002.25,371503.3,333527.7,37136.71,838.89,"conventional",2016,"NewYork"
"6233",33,"2017-05-14",0.95,1292071.56,674072.36,238304.7,3363.89,376330.61,372603.74,3655.59,71.28,"conventional",2017,"DallasFtWorth"
"13910",0,"2016-12-25",1.66,5233.93,501.16,2272.02,151.72,2309.03,2309.03,0,0,"organic",2016,"RichmondNorfolk"
"14631",45,"2016-02-14",1.37,852463.31,102897.63,306235.69,6955.69,436374.3,201936.87,234437.43,0,"organic",2016,"TotalUS"
"16404",19,"2017-08-20",2.21,8464.73,807.9,1910.94,0,5745.89,5739.22,6.67,0,"organic",2017,"Orlando"
"4296",31,"2016-05-22",1.14,1586647.62,16781.6,1157504.36,16382.54,395979.12,362726.03,32847.65,405.44,"conventional",2016,"NewYork"
"14292",18,"2016-08-21",0.97,247621.32,67192.31,4365.3,0,176063.71,170028.41,6035.3,0,"organic",2016,"SouthCentral"
"12194",0,"2016-12-25",1.51,1098.66,1.22,264.4,0,833.04,806.66,26.38,0,"organic",2016,"BuffaloRochester"
"13993",31,"2016-05-22",0.79,12266.68,222.72,3750.64,0,8293.32,1445.87,6847.45,0,"organic",2016,"Roanoke"
"1763",46,"2015-02-08",0.64,1151157.44,881998.68,184023.21,5517,79618.55,79618.55,0,0,"conventional",2015,"PhoenixTucson"
"3490",5,"2016-11-20",1.35,243576.96,76104.87,46523.68,5327.53,115620.88,114230.31,1381.66,8.91,"conventional",2016,"Detroit"
"6187",40,"2017-03-26",1.26,153513.23,68172.26,23491.33,1510.88,60338.76,57572.53,2766.23,0,"conventional",2017,"Columbus"
"14155",37,"2016-04-10",2.33,25141.16,1173.24,22169.11,0,1798.81,1798.81,0,0,"organic",2016,"SanFrancisco"
"8852",1,"2018-03-18",1.11,508979.43,333194.13,32206.33,1543.14,142035.83,82165.92,59626.58,243.33,"conventional",2018,"Orlando"
"4130",21,"2016-07-31",1.35,2787002.19,612846.55,1247700.03,127238.92,799216.69,705609.86,74747.99,18858.84,"conventional",2016,"Midsouth"
"5658",41,"2017-03-19",1.6,92774.61,2332.96,72033.15,140.57,18267.93,8302.27,9965.66,0,"conventional",2017,"Albany"
"14745",3,"2017-12-10",1.45,3779.98,18.04,262.14,0,3499.8,3499.8,0,0,"organic",2017,"Albany"
"3498",13,"2016-09-25",1.24,274937.38,89632.07,50863.12,8202.35,126239.84,124695.62,1542.45,1.77,"conventional",2016,"Detroit"
"13750",48,"2016-01-24",1.16,1940.08,235.54,132.09,0,1572.45,1526.47,45.98,0,"organic",2016,"Pittsburgh"
"3083",14,"2016-09-18",1.54,122908.68,2692.89,70019.45,52.12,50144.22,49337.59,806.63,0,"conventional",2016,"BuffaloRochester"
"13572",26,"2016-06-26",1.64,6955.34,3803.59,275.09,0,2876.66,2863.33,13.33,0,"organic",2016,"Orlando"
"8290",23,"2017-07-23",1.42,349228.39,238382.27,42528.26,135.9,68181.96,18132.57,43928.28,6121.11,"conventional",2017,"Tampa"
"6861",25,"2017-07-09",1.01,124946.18,2696.41,45861.16,209.51,76179.1,22207.37,53245.65,726.08,"conventional",2017,"Louisville"
"10773",34,"2015-05-03",1.82,2498.36,1559.49,48.87,0,890,890,0,0,"organic",2015,"Orlando"
"5897",15,"2017-09-17",1.37,140652.67,7007.92,59413.46,47.77,74183.52,60985.17,12841.68,356.67,"conventional",2017,"BuffaloRochester"
"6052",11,"2017-10-15",2.11,546055.57,89191.92,288024.23,93956.96,74882.46,69716.43,5164.92,1.11,"conventional",2017,"Chicago"
"13034",8,"2016-10-30",2.76,3238.28,378.75,2652.66,0,206.87,177.79,29.08,0,"organic",2016,"LasVegas"
"3276",51,"2016-01-03",0.93,1009667.15,77301.31,656386.69,162054.24,113924.91,80769.55,21615.36,11540,"conventional",2016,"Chicago"
"6651",27,"2017-06-25",1.04,197095.32,7378.96,72671.18,1002.29,116042.89,49444.51,64817.87,1780.51,"conventional",2017,"Indianapolis"
"16193",20,"2017-08-13",1.2,8220.25,164.92,93.1,0,7962.23,7945.56,16.67,0,"organic",2017,"NewOrleansMobile"
"9124",9,"2018-01-21",0.84,1020913.2,505263.29,177911.4,9468.95,328269.56,118978.5,209131.06,160,"conventional",2018,"WestTexNewMexico"
"17308",22,"2017-07-30",2.11,6858.93,557.82,2534.81,16,3750.3,2144.44,1605.86,0,"organic",2017,"StLouis"
"17311",25,"2017-07-09",1.79,9693.13,1623.63,2739.55,0,5329.95,5323.28,6.67,0,"organic",2017,"StLouis"
"14484",2,"2016-12-11",1.77,1584,0,171.2,0,1412.8,1391.97,20.83,0,"organic",2016,"Syracuse"
"4911",22,"2016-07-24",1.42,450895.76,123359.06,253984.19,18157.79,55394.72,55394.72,0,0,"conventional",2016,"Sacramento"
"4978",37,"2016-04-10",0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0,"conventional",2016,"SanDiego"
"3769",24,"2016-07-10",0.89,1101543.61,607069.9,208421.56,41628.96,244423.19,201545.27,39452.64,3425.28,"conventional",2016,"Houston"
"13398",8,"2016-10-30",2.25,25450.53,5223.58,18866.35,57.57,1303.03,777.54,525.49,0,"organic",2016,"NewYork"
"10106",43,"2015-03-01",1.2,11760.53,9766.77,580.43,0,1413.33,1413.33,0,0,"organic",2015,"Houston"
"10581",50,"2015-01-11",1.44,1492.44,233.3,15.81,0,1243.33,1243.33,0,0,"organic",2015,"NewOrleansMobile"
"20",19,"2015-08-16",1.33,80043.78,539.65,68666.01,394.9,10443.22,10297.68,145.54,0,"conventional",2015,"Albany"
"5451",42,"2016-03-06",1.08,331997.49,149559.05,67539.98,20.59,114877.87,62840.15,52037.72,0,"conventional",2016,"Tampa"
"144",39,"2015-03-29",1.25,663677.32,58098.15,398050.87,43759.68,163768.62,158964.08,4804.54,0,"conventional",2015,"BaltimoreWashington"
"13566",20,"2016-08-07",1.9,6740.73,3067.98,186.09,0,3486.66,3453.33,33.33,0,"organic",2016,"Orlando"
"2291",2,"2015-12-13",0.96,257166.53,148691.81,47393.23,7391.81,53689.68,43815.6,9863.71,10.37,"conventional",2015,"SouthCarolina"
"14662",24,"2016-07-10",1.54,226554.8,47697,78885.22,81.91,99890.67,60450.95,39439.72,0,"organic",2016,"West"
"4785",0,"2016-12-25",1.2,176103.25,57197.5,58578.91,2184.2,58142.64,57397.06,745.58,0,"conventional",2016,"RichmondNorfolk"
"2112",31,"2015-05-24",1.26,403793.79,110289.47,232223.44,12830.34,48450.54,48450.54,0,0,"conventional",2015,"Sacramento"
"2907",46,"2016-02-07",0.76,722211,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0,"conventional",2016,"Atlanta"
"13659",9,"2016-10-23",2.22,6017.53,2044.02,2692.05,0,1281.46,1219.25,62.21,0,"organic",2016,"PhoenixTucson"
"14003",41,"2016-03-13",1.22,7169.41,102.82,3612.57,0,3454.02,917.94,2536.08,0,"organic",2016,"Roanoke"
"9250",19,"2015-08-16",1.75,10280.59,4472.68,3521.79,864.71,1421.41,1404.99,16.42,0,"organic",2015,"BaltimoreWashington"
"18046",0,"2018-03-25",2.02,13379.77,86.84,5923.16,98.37,7271.4,6881.8,389.6,0,"organic",2018,"RaleighGreensboro"
"10396",21,"2015-08-02",1.51,1015.04,5.11,16.6,0,993.33,993.33,0,0,"organic",2015,"MiamiFtLauderdale"
"11267",8,"2015-11-01",1.64,9456.39,1478.71,7160.95,0,816.73,775.12,41.61,0,"organic",2015,"SanDiego"
"6095",1,"2017-12-24",1.36,159238.4,34443.54,41602.51,20559.93,62632.42,48089.04,14510.77,32.61,"conventional",2017,"CincinnatiDayton"
"11885",2,"2015-12-13",1.8,7836.65,2194.49,2981.01,25.97,2635.18,2598.45,36.73,0,"organic",2015,"WestTexNewMexico"
"3192",19,"2016-08-14",1.4,195250.96,39823.56,66724.29,23025.36,65677.75,60859.82,4817.93,0,"conventional",2016,"Charlotte"
"12465",11,"2016-10-09",1.03,15870,685.82,4176.3,1.16,11006.72,2686.83,8319.89,0,"organic",2016,"Columbus"
"11101",50,"2015-01-11",1.98,3862.72,31.58,1957.67,672.88,1200.59,1195.75,4.84,0,"organic",2015,"RaleighGreensboro"
"2743",38,"2015-04-05",0.95,5929718.67,3132031.4,2022524.08,93055.21,682107.98,544939.22,135414.81,1753.95,"conventional",2015,"West"
"1913",40,"2015-03-22",1.1,426180.78,153885.51,213514.26,16449.01,42332,42292.09,37.97,1.94,"conventional",2015,"Portland"
"7631",0,"2017-12-31",0.83,315463.87,101602.77,102532.75,1995.65,109332.7,97601.86,11720.6,10.24,"conventional",2017,"RichmondNorfolk"
"2472",27,"2015-06-21",1.12,84739.31,33513.17,33789.94,4665.82,12770.38,12770.38,0,0,"conventional",2015,"Spokane"
"17389",50,"2017-01-15",1.53,3179.45,2.53,156.91,0,3020.01,3000.33,19.68,0,"organic",2017,"Syracuse"
"4336",19,"2016-08-14",1.37,4195423.29,316873.28,2323362.26,40749.92,1514437.83,1435534.01,63918.41,14985.41,"conventional",2016,"Northeast"
"826",45,"2015-02-15",1.15,2610004.41,390973.21,1331420.43,237030.33,650580.44,561485.4,81172.24,7922.8,"conventional",2015,"GreatLakes"
"3241",16,"2016-09-04",1.6,670453.42,77981.63,415924.58,91323.75,85223.46,82376.72,2320.05,526.69,"conventional",2016,"Chicago"
